iter,cos
0.0,0.002
1.0,0.0019999994516886697
2.0,0.0019999978067549782
3.0,0.0019999950651998287
4.0,0.001999991227024724
5.0,0.0019999862922317683
6.0,0.0019999802608236675
7.0,0.001999973132803729
8.0,0.001999964908175861
9.0,0.0019999555869445727
10.0,0.001999945169114976
11.0,0.001999933654692782
12.0,0.0019999210436843053
13.0,0.0019999073360964597
14.0,0.0019998925319367616
15.0,0.001999876631213329
16.0,0.001999859633934879
17.0,0.0019998415401107326
18.0,0.0019998223497508104
19.0,0.0019998020628656347
20.0,0.0019997806794663287
21.0,0.001999758199564618
22.0,0.001999734623172828
23.0,0.0019997099503038856
24.0,0.0019996841809713202
25.0,0.0019996573151892607
26.0,0.0019996293529724375
27.0,0.0019996002943361837
28.0,0.0019995701392964316
29.0,0.001999538887869716
30.0,0.0019995065400731727
31.0,0.0019994730959245373
32.0,0.0019994385554421485
33.0,0.001999402918644945
34.0,0.001999366185552467
35.0,0.001999328356184855
36.0,0.0019992894305628523
37.0,0.0019992494087078014
38.0,0.001999208290641647
39.0,0.001999166076386935
40.0,0.001999122765966812
41.0,0.0019990783594050245
42.0,0.0019990328567259224
43.0,0.0019989862579544546
44.0,0.0019989385631161718
45.0,0.0019988897722372258
46.0,0.001998839885344369
47.0,0.0019987889024649557
48.0,0.0019987368236269393
49.0,0.0019986836488588757
50.0,0.0019986293781899213
51.0,0.001998574011649833
52.0,0.0019985175492689693
53.0,0.001998459991078289
54.0,0.001998401337109352
55.0,0.0019983415873943188
56.0,0.001998280741965951
57.0,0.0019982188008576107
58.0,0.001998155764103261
59.0,0.0019980916317374657
60.0,0.0019980264037953886
61.0,0.0019979600803127964
62.0,0.0019978926613260536
63.0,0.0019978241468721273
64.0,0.001997754536988585
65.0,0.0019976838317135944
66.0,0.001997612031085924
67.0,0.001997539135144943
68.0,0.001997465143930621
69.0,0.0019973900574835274
70.0,0.0019973138758448347
71.0,0.0019972365990563127
72.0,0.0019971582271603337
73.0,0.00199707876019987
74.0,0.0019969981982184935
75.0,0.001996916541260378
76.0,0.0019968337893702974
77.0,0.001996749942593624
78.0,0.0019966650009763335
79.0,0.001996578964564999
80.0,0.0019964918334067962
81.0,0.0019964036075494998
82.0,0.001996314287041485
83.0,0.001996223871931727
84.0,0.001996132362269802
85.0,0.001996039758105885
86.0,0.001995946059490753
87.0,0.001995851266475781
88.0,0.0019957553791129456
89.0,0.001995658397454823
90.0,0.001995560321554589
91.0,0.0019954611514660194
92.0,0.001995360887243491
93.0,0.0019952595289419797
94.0,0.0019951570766170617
95.0,0.0019950535303249117
96.0,0.001994948890122306
97.0,0.00199484315606662
98.0,0.001994736328215829
99.0,0.001994628406628508
100.0,0.001994519391363831
101.0,0.001994409282481573
102.0,0.0019942980800421073
103.0,0.0019941857841064077
104.0,0.0019940723947360476
105.0,0.0019939579119931995
106.0,0.0019938423359406356
107.0,0.0019937256666417275
108.0,0.0019936079041604463
109.0,0.001993489048561363
110.0,0.0019933690999096466
111.0,0.0019932480582710668
112.0,0.001993125923711992
113.0,0.00199300269629939
114.0,0.0019928783761008276
115.0,0.001992752963184472
116.0,0.0019926264576190867
117.0,0.0019924988594740376
118.0,0.0019923701688192874
119.0,0.001992240385725399
120.0,0.001992109510263534
121.0,0.001991977542505453
122.0,0.001991844482523515
123.0,0.0019917103303906786
124.0,0.0019915750861805004
125.0,0.0019914387499671378
126.0,0.0019913013218253437
127.0,0.0019911628018304726
128.0,0.001991023190058476
129.0,0.0019908824865859046
130.0,0.0019907406914899087
131.0,0.001990597804848235
132.0,0.0019904538267392306
133.0,0.0019903087572418396
134.0,0.001990162596435606
135.0,0.001990015344400671
136.0,0.0019898670012177748
137.0,0.0019897175669682556
138.0,0.0019895670417340496
139.0,0.0019894154255976917
140.0,0.001989262718642315
141.0,0.00198910892095165
142.0,0.0019889540326100256
143.0,0.0019887980537023698
144.0,0.0019886409843142064
145.0,0.0019884828245316593
146.0,0.0019883235744414486
147.0,0.0019881632341308933
148.0,0.00198800180368791
149.0,0.001987839283201012
150.0,0.001987675672759312
151.0,0.001987510972452519
152.0,0.0019873451823709406
153.0,0.0019871783026054806
154.0,0.0019870103332476413
155.0,0.001986841274389523
156.0,0.001986671126123821
157.0,0.001986499888543831
158.0,0.001986327561743444
159.0,0.0019861541458171487
160.0,0.001985979640860031
161.0,0.0019858040469677737
162.0,0.001985627364236657
163.0,0.0019854495927635585
164.0,0.001985270732645952
165.0,0.0019850907839819086
166.0,0.001984909746870096
167.0,0.0019847276214097795
168.0,0.0019845444077008197
169.0,0.0019843601058436755
170.0,0.001984174715939401
171.0,0.0019839882380896477
172.0,0.0019838006723966644
173.0,0.0019836120189632945
174.0,0.0019834222778929793
175.0,0.001983231449289756
176.0,0.0019830395332582572
177.0,0.0019828465299037137
178.0,0.0019826524393319516
179.0,0.001982457261649392
180.0,0.0019822609969630534
181.0,0.0019820636453805503
182.0,0.0019818652070100924
183.0,0.0019816656819604856
184.0,0.001981465070341132
185.0,0.00198126337226203
186.0,0.0019810605878337714
187.0,0.0019808567171675463
188.0,0.0019806517603751387
189.0,0.001980445717568929
190.0,0.001980238588861893
191.0,0.0019800303743676014
192.0,0.0019798210742002207
193.0,0.0019796106884745128
194.0,0.001979399217305834
195.0,0.0019791866608101366
196.0,0.0019789730191039677
197.0,0.00197875829230447
198.0,0.00197854248052938
199.0,0.0019783255838970296
200.0,0.0019781076025263463
201.0,0.001977888536536851
202.0,0.0019776683860486615
203.0,0.0019774471511824873
204.0,0.0019772248320596344
205.0,0.001977001428802003
206.0,0.001976776941532088
207.0,0.0019765513703729775
208.0,0.0019763247154483553
209.0,0.001976096976882499
